,AMR
1110,37457
1110,37457
1116,37457
1116,37457
1116,37457
1122,37457
1122,37457
1122,37457
1128,37457
1128,37457
1128,37457
1133,37457
1133,37457
1133,37457
1141,37457
1141,37457
1141,37457
1147,37457
1147,37457
1147,37457
1152,37457
1152,37457
1152,37457
1157,37457
1157,37457
1157,37457
1162,37457
1162,37457
1162,37457
1169,37457
1169,37457
1169,37457
1175,37457
1175,37457
1175,37457
1179,37457
1179,37457
1179,37457
1185,37457
1185,37457
1185,37457
1191,37457
1191,37457
1191,37457
1197,37457
1197,37457
1197,37457
1203,37457
1203,37457
1203,37457
1209,37457
1209,37457
1209,37457
1214,37457
1214,37457
1214,37457
1220,37457
1220,37457
1220,37457
1226,37457
1226,37457
1226,37457
1232,37457
1232,37457
1232,37457
1237,37457
1237,37457
1237,37457
1243,37457
1243,37457
1243,37457
1249,37457
1249,37457
1249,37457
1255,37457
1255,37457
1255,37457
1260,37457
1260,37457
1260,37457
1267,37457
1267,37457
1267,37457
1271,37457
1271,37457
1271,37457
1277,37457
1277,37457
1277,37457
1282,37457
1282,37457
1282,37457
1290,37457
1290,37457
1290,37457
1296,37457
1296,37457
1296,37457
1302,37457
1302,37457
1302,37457
1307,37457
1307,37457
1307,37457
1313,37457
1313,37457
1313,37457
1319,37457
1319,37457
1319,37457
1325,37457
1325,37457
1325,37457
1330,37457
1330,37457
1330,37457
1337,37457
1337,37457
1337,37457
1342,37457
1342,37457
1342,37457
1349,37457
1349,37457
1349,37457
1353,37457
1353,37457
1353,37457
1353,37457
1353,37457
1363,37457
1363,37457
1363,37457
1363,37457
1363,37457
1372,37457
1372,37457
1372,37457
1372,37457
1372,37457
1380,37457
1380,37457
1380,37457
1380,37457
1380,37457
1388,37457
1388,37457
1388,37457
1388,37457
1388,37457
1402,37457
1402,37457
1402,37457
1402,37457
1402,37457
1410,37457
1410,37457
1410,37457
1410,37457
1410,37457
1420,37457
1420,37457
1420,37457
1420,37457
1420,37457
1431,37457
1431,37457
1431,37457
1431,37457
1431,37457
1439,37457
1439,37457
1439,37457
1439,37457
1439,37457
1450,37457
1450,37457
1450,37457
1450,37457
1450,37457
1460,37457
1460,37457
1460,37457
1460,37457
1460,37457
1469,37457
1469,37457
1469,37457
1469,37457
1469,37457
1479,37457
1479,37457
1479,37457
1479,37457
1479,37457
1487,37457
1487,37457
1487,37457
1487,37457
1487,37457
1498,37457
1498,37457
1498,37457
1498,37457
1498,37457
1506,37457
1506,37457
1506,37457
1506,37457
1506,37457
1516,37457
1516,37457
1516,37457
1516,37457
1516,37457
1526,37457
1526,37457
1526,37457
1526,37457
1526,37457
1534,37457
1534,37457
1534,37457
1534,37457
1534,37457
1544,37457
1544,37457
1544,37457
1544,37457
1544,37457
1554,37457
1554,37457
1554,37457
1554,37457
1554,37457
1563,37457
1563,37457
1563,37457
1563,37457
1563,37457
1574,37457
1574,37457
1574,37457
1574,37457
1574,37457
1583,37457
1583,37457
1583,37457
1583,37457
1583,37457
1591,37457
1591,37457
1591,37457
1591,37457
1591,37457
1602,37457
1602,37457
1602,37457
1602,37457
1602,37457
1612,37457
1612,37457
1612,37457
1612,37457
1612,37457
1621,37457
1621,37457
1621,37457
1621,37457
1621,37457
1630,37457
1630,37457
1630,37457
1630,37457
1630,37457
1639,37457
1639,37457
1639,37457
1639,37457
1639,37457
1652,37457
1652,37457
1652,37457
1652,37457
1652,37457
1662,37457
1662,37457
1662,37457
1662,37457
1662,37457
1672,37457
1672,37457
1672,37457
1672,37457
1672,37457
1682,37457
1682,37457
1682,37457
1682,37457
1682,37457
1690,37457
1690,37457
1690,37457
1690,37457
1690,37457
1701,37457
1701,37457
1701,37457
1701,37457
1701,37457
1711,37457
1711,37457
1711,37457
1711,37457
1711,37457
1721,37457
1721,37457
1721,37457
1721,37457
1721,37457
1731,37457
1731,37457
1731,37457
1731,37457
1731,37457
1738,37457
1738,37457
1738,37457
1738,37457
1738,37457
1749,37457
1749,37457
1749,37457
1749,37457
1749,37457
1758,37457
1758,37457
1758,37457
1758,37457
1758,37457
1768,37457
1768,37457
1768,37457
1768,37457
1768,37457
1777,37457
1777,37457
1777,37457
1777,37457
1777,37457
1787,37457
1787,37457
1787,37457
1787,37457
1787,37457
1797,37457
1797,37457
1797,37457
1797,37457
1797,37457
1806,37457
1806,37457
1806,37457
1806,37457
1806,37457
1814,37457
1814,37457
1814,37457
1814,37457
1814,37457
1824,37457
1824,37457
1824,37457
1824,37457
1824,37457
1834,37457
1834,37457
1834,37457
1834,37457
1834,37457
1843,37457
1843,37457
1843,37457
1843,37457
1843,37457
1852,37457
1852,37457
1852,37457
1852,37457
1852,37457
1861,37457
1861,37457
1861,37457
1861,37457
1861,37457
1871,37457
1871,37457
1871,37457
1871,37457
1871,37457
1881,37457
1881,37457
1881,37457
1881,37457
1881,37457
1890,37457
1890,37457
1890,37457
1890,37457
1890,37457
1899,37457
1899,37457
1899,37457
1899,37457
1899,37457
1908,37457
1908,37457
1908,37457
1908,37457
1908,37457
1917,37457
1917,37457
1917,37457
1917,37457
1917,37457
1927,37457
1927,37457
1927,37457
1927,37457
1927,37457
1937,37457
1937,37457
1937,37457
1937,37457
1937,37457
1947,37457
1947,37457
1947,37457
1947,37457
1947,37457
1956,37457
1956,37457
1956,37457
1956,37457
1956,37457
1965,37457
1965,37457
1965,37457
1965,37457
1965,37457
1976,37457
1976,37457
1976,37457
1976,37457
1976,37457
1976,37457
1986,37457
1986,37457
1986,37457
1986,37457
1986,37457
1986,37457
1999,37457
1999,37457
1999,37457
1999,37457
1999,37457
1999,37457
2010,37457
2010,37457
2010,37457
2010,37457
2010,37457
2010,37457
2022,37457
2022,37457
2022,37457
2022,37457
2022,37457
2022,37457
2033,37457
2033,37457
2033,37457
2033,37457
2033,37457
2033,37457
2044,37457
2044,37457
2044,37457
2044,37457
2044,37457
2044,37457
2057,37457
2057,37457
2057,37457
2057,37457
2057,37457
2057,37457
2067,37457
2067,37457
2067,37457
2067,37457
2067,37457
2067,37457
2081,37457
2081,37457
2081,37457
2081,37457
2081,37457
2081,37457
2091,37457
2091,37457
2091,37457
2091,37457
2091,37457
2091,37457
2104,37457
2104,37457
2104,37457
2104,37457
2104,37457
2104,37457
2115,37457
2115,37457
2115,37457
2115,37457
2115,37457
2115,37457
2128,37457
2128,37457
2128,37457
2128,37457
2128,37457
2128,37457
2139,37457
2139,37457
2139,37457
2139,37457
2139,37457
2139,37457
2151,37457
2151,37457
2151,37457
2151,37457
2151,37457
2151,37457
2161,37457
2161,37457
2161,37457
2161,37457
2161,37457
2161,37457
2174,37457
2174,37457
2174,37457
2174,37457
2174,37457
2174,37457
2185,37457
2185,37457
2185,37457
2185,37457
2185,37457
2185,37457
2198,37457
2198,37457
2198,37457
2198,37457
2198,37457
2198,37457
2212,37464
2212,37464
2212,37464
2212,37464
2212,37464
2212,37464
2224,37470
2224,37470
2224,37470
2224,37470
2224,37470
2224,37470
2235,37474
2235,37474
2235,37474
2235,37474
2235,37474
2235,37474
2247,37480
2247,37480
2247,37480
2247,37480
2247,37480
2247,37480
2258,37487
2258,37487
2258,37487
2258,37487
2258,37487
2258,37487
2267,37495
2267,37495
2267,37495
2267,37495
2267,37495
2267,37495
2278,37502
2278,37502
2278,37502
2278,37502
2278,37502
2278,37502
2290,37510
2290,37510
2290,37510
2290,37510
2290,37510
2290,37510
2301,37517
2301,37517
2301,37517
2301,37517
2301,37517
2301,37517
2312,37525
2312,37525
2312,37525
2312,37525
2312,37525
2312,37525
2323,37533
2323,37533
2323,37533
2323,37533
2323,37533
2323,37533
2335,37541
2335,37541
2335,37541
2335,37541
2335,37541
2335,37541
2347,37549
2347,37549
2347,37549
2347,37549
2347,37549
2347,37549
2358,37557
2358,37557
2358,37557
2358,37557
2358,37557
2358,37557
2370,37566
2370,37566
2370,37566
2370,37566
2370,37566
2370,37566
2381,37574
2381,37574
2381,37574
2381,37574
2381,37574
2381,37574
2393,37583
2393,37583
2393,37583
2393,37583
2393,37583
2393,37583
2404,37588
2404,37588
2404,37588
2404,37588
2404,37588
2404,37588
2416,37592
2416,37592
2416,37592
2416,37592
2416,37592
2416,37592
2426,37598
2426,37598
2426,37598
2426,37598
2426,37598
2426,37598
2438,37606
2438,37606
2438,37606
2438,37606
2438,37606
2438,37606
2448,37616
2448,37616
2448,37616
2448,37616
2448,37616
2448,37616
2461,37626
2461,37626
2461,37626
2461,37626
2461,37626
2461,37626
2472,37637
2472,37637
2472,37637
2472,37637
2472,37637
2472,37637
2483,37647
2483,37647
2483,37647
2483,37647
2483,37647
2483,37647
2495,37658
2495,37658
2495,37658
2495,37658
2495,37658
2495,37658
2507,37669
2507,37669
2507,37669
2507,37669
2507,37669
2507,37669
2518,37681
2518,37681
2518,37681
2518,37681
2518,37681
2518,37681
2530,37692
2530,37692
2530,37692
2530,37692
2530,37692
2530,37692
2541,37703
2541,37703
2541,37703
2541,37703
2541,37703
2541,37703
2554,37715
2554,37715
2554,37715
2554,37715
2554,37715
2554,37715
2566,37727
2566,37727
2566,37727
2566,37727
2566,37727
2566,37727
2577,37739
2577,37739
2577,37739
2577,37739
2577,37739
2577,37739
2589,37750
2589,37750
2589,37750
2589,37750
2589,37750
2589,37750
2600,37762
2600,37762
2600,37762
2600,37762
2600,37762
2600,37762
2612,37774
2612,37774
2612,37774
2612,37774
2612,37774
2612,37774
2623,37788
2623,37788
2623,37788
2623,37788
2623,37788
2623,37788
2635,37801
2635,37801
2635,37801
2635,37801
2635,37801
2635,37801
2646,37816
2646,37816
2646,37816
2646,37816
2646,37816
2646,37816
2658,37829
2658,37829
2658,37829
2658,37829
2658,37829
2658,37829
2669,37843
2669,37843
2669,37843
2669,37843
2669,37843
2669,37843
2683,37857
2683,37857
2683,37857
2683,37857
2683,37857
2683,37857
2695,37857
2695,37857
2695,37857
2695,37857
2695,37857
2695,37857
2705,37857
2705,37857
2705,37857
2705,37857
2705,37857
2705,37857
2717,37857
2717,37857
2717,37857
2717,37857
2717,37857
2717,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
2727,37857
